image_name,label,color
image_0_0_9.png,0,0
image_0_0_11.png,0,0
image_0_0_13.png,0,0
image_0_0_16.png,0,0
image_0_0_17.png,0,0
image_0_0_22.png,0,0
image_0_0_24.png,0,0
image_0_0_29.png,0,0
image_0_0_36.png,0,0
image_0_0_41.png,0,0
image_0_0_44.png,0,0
image_0_0_54.png,0,0
image_0_0_58.png,0,0
image_0_0_59.png,0,0
image_0_0_62.png,0,0
image_0_0_63.png,0,0
image_0_0_79.png,0,0
image_0_0_85.png,0,0
image_0_0_97.png,0,0
image_0_0_102.png,0,0
image_0_0_116.png,0,0
image_0_0_120.png,0,0
image_0_0_124.png,0,0
image_0_0_125.png,0,0
image_0_0_127.png,0,0
image_0_0_130.png,0,0
image_0_0_134.png,0,0
image_0_0_135.png,0,0
image_0_0_142.png,0,0
image_0_0_144.png,0,0
image_0_0_148.png,0,0
image_0_0_149.png,0,0
image_0_0_158.png,0,0
image_0_0_174.png,0,0
image_0_0_178.png,0,0
image_0_0_180.png,0,0
image_0_0_181.png,0,0
image_0_0_184.png,0,0
image_0_0_190.png,0,0
image_0_0_195.png,0,0
image_0_0_197.png,0,0
image_0_0_198.png,0,0
image_0_0_210.png,0,0
image_0_0_214.png,0,0
image_0_0_229.png,0,0
image_0_0_231.png,0,0
image_0_0_239.png,0,0
image_0_0_245.png,0,0
image_0_0_264.png,0,0
image_0_0_265.png,0,0
image_0_0_266.png,0,0
image_0_0_268.png,0,0
image_0_0_270.png,0,0
image_0_0_272.png,0,0
image_0_0_274.png,0,0
image_0_0_280.png,0,0
image_0_0_286.png,0,0
image_0_0_287.png,0,0
image_0_0_290.png,0,0
image_0_0_292.png,0,0
image_0_0_293.png,0,0
image_0_0_298.png,0,0
image_0_0_302.png,0,0
image_0_0_305.png,0,0
image_0_0_312.png,0,0
image_0_0_326.png,0,0
image_0_0_328.png,0,0
image_0_0_341.png,0,0
image_0_0_342.png,0,0
image_0_0_351.png,0,0
image_0_0_352.png,0,0
image_0_0_355.png,0,0
image_0_0_359.png,0,0
image_0_0_365.png,0,0
image_0_0_375.png,0,0
image_0_0_379.png,0,0
image_0_0_385.png,0,0
image_0_0_386.png,0,0
image_0_0_387.png,0,0
image_0_0_394.png,0,0
image_0_0_395.png,0,0
image_0_0_401.png,0,0
image_0_0_409.png,0,0
image_0_0_412.png,0,0
image_0_0_413.png,0,0
image_0_0_414.png,0,0
image_0_0_416.png,0,0
image_0_0_425.png,0,0
image_0_0_427.png,0,0
image_0_0_430.png,0,0
image_0_0_433.png,0,0
image_0_0_435.png,0,0
image_0_0_436.png,0,0
image_0_0_437.png,0,0
image_0_0_442.png,0,0
image_0_0_444.png,0,0
image_0_0_457.png,0,0
image_0_0_459.png,0,0
image_0_0_462.png,0,0
image_0_0_463.png,0,0
image_0_0_470.png,0,0
image_0_0_476.png,0,0
image_0_0_479.png,0,0
image_0_0_480.png,0,0
image_0_0_481.png,0,0
image_0_0_482.png,0,0
image_0_0_488.png,0,0
image_0_0_493.png,0,0
image_0_0_497.png,0,0
image_0_0_501.png,0,0
image_0_0_508.png,0,0
image_0_0_518.png,0,0
image_0_0_520.png,0,0
image_0_0_530.png,0,0
image_0_0_531.png,0,0
image_0_0_536.png,0,0
image_0_0_542.png,0,0
image_0_0_543.png,0,0
image_0_0_544.png,0,0
image_0_0_547.png,0,0
image_0_0_548.png,0,0
image_0_0_550.png,0,0
image_0_0_564.png,0,0
image_0_0_578.png,0,0
image_0_0_583.png,0,0
image_0_0_588.png,0,0
image_0_0_592.png,0,0
image_0_0_596.png,0,0
image_0_0_600.png,0,0
image_0_0_601.png,0,0
image_0_0_614.png,0,0
image_0_0_620.png,0,0
image_0_0_628.png,0,0
image_0_0_636.png,0,0
image_0_0_643.png,0,0
image_0_0_646.png,0,0
image_0_0_653.png,0,0
image_0_0_667.png,0,0
image_0_0_669.png,0,0
image_0_0_677.png,0,0
image_0_0_679.png,0,0
image_0_0_683.png,0,0
image_0_0_686.png,0,0
image_0_0_688.png,0,0
image_0_0_690.png,0,0
image_0_0_693.png,0,0
image_0_0_695.png,0,0
image_0_0_698.png,0,0
image_0_0_701.png,0,0
image_0_0_707.png,0,0
image_0_0_708.png,0,0
image_0_0_710.png,0,0
image_0_0_734.png,0,0
image_0_0_740.png,0,0
image_0_0_743.png,0,0
image_0_0_753.png,0,0
image_0_0_768.png,0,0
image_0_0_777.png,0,0
image_0_0_781.png,0,0
image_0_0_782.png,0,0
image_0_0_788.png,0,0
image_0_0_795.png,0,0
image_0_0_803.png,0,0
image_0_0_805.png,0,0
image_0_0_812.png,0,0
image_0_0_813.png,0,0
image_0_0_816.png,0,0
image_0_0_822.png,0,0
image_0_0_823.png,0,0
image_0_0_824.png,0,0
image_0_0_830.png,0,0
image_0_0_833.png,0,0
image_0_0_846.png,0,0
image_0_0_850.png,0,0
image_0_0_854.png,0,0
image_0_0_856.png,0,0
image_0_0_857.png,0,0
image_0_0_858.png,0,0
image_0_0_862.png,0,0
image_0_0_871.png,0,0
image_0_0_873.png,0,0
image_0_0_878.png,0,0
image_0_0_883.png,0,0
image_0_0_885.png,0,0
image_0_0_888.png,0,0
image_0_0_895.png,0,0
image_0_0_898.png,0,0
image_0_0_902.png,0,0
image_0_0_909.png,0,0
image_0_0_913.png,0,0
image_0_0_932.png,0,0
image_0_0_937.png,0,0
image_0_0_939.png,0,0
image_0_0_945.png,0,0
image_0_0_955.png,0,0
image_0_0_962.png,0,0
image_0_0_971.png,0,0
image_0_0_977.png,0,0
image_0_0_982.png,0,0
image_0_0_989.png,0,0
image_0_0_999.png,0,0
image_0_0_1004.png,0,0
image_0_0_1005.png,0,0
image_0_0_1006.png,0,0
image_0_0_1017.png,0,0
image_0_0_1037.png,0,0
image_0_0_1038.png,0,0
image_0_0_1046.png,0,0
image_0_0_1056.png,0,0
image_0_0_1064.png,0,0
image_0_0_1067.png,0,0
image_0_0_1074.png,0,0
image_0_0_1087.png,0,0
image_0_0_1092.png,0,0
image_0_0_1095.png,0,0
image_0_0_1097.png,0,0
image_0_0_1105.png,0,0
image_0_0_1113.png,0,0
image_0_0_1117.png,0,0
image_0_0_1120.png,0,0
image_0_0_1121.png,0,0
image_0_0_1122.png,0,0
image_0_0_1126.png,0,0
image_0_0_1134.png,0,0
image_0_0_1136.png,0,0
image_0_0_1137.png,0,0
image_0_0_1138.png,0,0
image_0_0_1147.png,0,0
image_0_0_1148.png,0,0
image_0_0_1162.png,0,0
image_0_0_1164.png,0,0
image_0_0_1173.png,0,0
image_0_0_1192.png,0,0
image_0_0_1209.png,0,0
image_0_0_1210.png,0,0
image_0_0_1222.png,0,0
image_0_0_1225.png,0,0
image_0_0_1228.png,0,0
image_0_0_1232.png,0,0
image_0_0_1236.png,0,0
image_0_0_1238.png,0,0
image_0_0_1241.png,0,0
image_0_0_1243.png,0,0
image_0_0_1245.png,0,0
image_0_0_1248.png,0,0
image_0_0_1250.png,0,0
image_0_0_1257.png,0,0
image_0_0_1261.png,0,0
image_0_0_1265.png,0,0
image_0_0_1287.png,0,0
image_0_0_1310.png,0,0
image_0_0_1311.png,0,0
image_0_0_1314.png,0,0
image_0_0_1322.png,0,0
image_0_0_1323.png,0,0
image_0_0_1342.png,0,0
image_0_0_1345.png,0,0
image_0_0_1346.png,0,0
image_0_0_1350.png,0,0
image_0_0_1354.png,0,0
image_0_0_1361.png,0,0
image_0_0_1370.png,0,0
image_0_0_1372.png,0,0
image_0_0_1373.png,0,0
image_0_0_1377.png,0,0
image_0_0_1378.png,0,0
image_0_0_1386.png,0,0
image_0_0_1387.png,0,0
image_0_0_1397.png,0,0
image_0_0_1409.png,0,0
image_0_0_1411.png,0,0
image_0_0_1413.png,0,0
image_0_0_1420.png,0,0
image_0_0_1421.png,0,0
image_0_0_1422.png,0,0
image_0_0_1424.png,0,0
image_0_0_1432.png,0,0
image_0_0_1435.png,0,0
image_0_0_1439.png,0,0
image_0_0_1444.png,0,0
image_0_0_1449.png,0,0
image_0_0_1452.png,0,0
image_0_0_1458.png,0,0
image_0_0_1473.png,0,0
image_0_0_1479.png,0,0
image_0_0_1482.png,0,0
image_0_0_1490.png,0,0
image_0_0_1491.png,0,0
image_0_0_1501.png,0,0
image_0_0_1505.png,0,0
image_0_0_1512.png,0,0
image_0_0_1513.png,0,0
image_0_0_1514.png,0,0
image_0_0_1524.png,0,0
image_0_0_1528.png,0,0
image_0_0_1536.png,0,0
image_0_0_1537.png,0,0
image_0_0_1553.png,0,0
image_0_0_1560.png,0,0
image_0_0_1561.png,0,0
image_0_0_1567.png,0,0
image_0_0_1568.png,0,0
image_0_0_1570.png,0,0
image_0_0_1575.png,0,0
image_0_0_1593.png,0,0
image_0_0_1600.png,0,0
image_0_0_1603.png,0,0
image_0_0_1606.png,0,0
image_0_0_1607.png,0,0
image_0_0_1609.png,0,0
image_0_0_1618.png,0,0
image_0_0_1621.png,0,0
image_0_0_1650.png,0,0
image_0_0_1653.png,0,0
image_0_0_1655.png,0,0
image_0_0_1656.png,0,0
image_0_0_1663.png,0,0
image_0_0_1664.png,0,0
image_0_0_1676.png,0,0
image_0_0_1680.png,0,0
image_0_0_1684.png,0,0
image_0_0_1696.png,0,0
image_0_0_1698.png,0,0
image_0_0_1703.png,0,0
image_0_0_1705.png,0,0
image_0_0_1709.png,0,0
image_0_0_1710.png,0,0
image_0_0_1714.png,0,0
image_0_0_1723.png,0,0
image_0_0_1725.png,0,0
image_0_0_1727.png,0,0
image_0_0_1732.png,0,0
image_0_0_1740.png,0,0
image_0_0_1744.png,0,0
image_0_0_1746.png,0,0
image_0_0_1763.png,0,0
image_0_0_1764.png,0,0
image_0_0_1766.png,0,0
image_0_0_1773.png,0,0
image_0_0_1777.png,0,0
image_0_0_1781.png,0,0
image_0_0_1782.png,0,0
image_0_0_1786.png,0,0
image_0_0_1789.png,0,0
image_0_0_1790.png,0,0
image_0_0_1792.png,0,0
image_0_0_1795.png,0,0
image_0_0_1798.png,0,0
image_0_0_1806.png,0,0
image_0_0_1809.png,0,0
image_0_0_1812.png,0,0
image_0_0_1813.png,0,0
image_0_0_1814.png,0,0
image_0_0_1819.png,0,0
image_0_0_1820.png,0,0
image_0_0_1825.png,0,0
image_0_0_1828.png,0,0
image_0_0_1834.png,0,0
image_0_0_1836.png,0,0
image_0_0_1848.png,0,0
image_0_0_1856.png,0,0
image_0_0_1857.png,0,0
image_0_0_1862.png,0,0
image_0_0_1863.png,0,0
image_0_0_1865.png,0,0
image_0_0_1868.png,0,0
image_0_0_1878.png,0,0
image_0_0_1880.png,0,0
image_0_0_1889.png,0,0
image_0_0_1890.png,0,0
image_0_0_1893.png,0,0
image_0_0_1895.png,0,0
image_0_0_1901.png,0,0
image_0_0_1903.png,0,0
image_0_0_1905.png,0,0
image_0_0_1916.png,0,0
image_0_0_1919.png,0,0
image_0_0_1921.png,0,0
image_0_0_1929.png,0,0
image_0_0_1930.png,0,0
image_0_0_1933.png,0,0
image_0_0_1937.png,0,0
image_0_0_1944.png,0,0
image_0_0_1947.png,0,0
image_0_0_1948.png,0,0
image_0_0_1949.png,0,0
image_0_0_1952.png,0,0
image_0_0_1961.png,0,0
image_0_0_1966.png,0,0
image_0_0_1971.png,0,0
image_0_0_1976.png,0,0
image_0_0_1978.png,0,0
image_0_0_1986.png,0,0
image_0_0_1990.png,0,0
image_0_0_1994.png,0,0
image_0_0_1997.png,0,0
image_0_0_1999.png,0,0
image_0_0_2005.png,0,0
image_0_0_2009.png,0,0
image_0_0_2011.png,0,0
image_0_0_2013.png,0,0
image_0_0_2015.png,0,0
image_0_0_2018.png,0,0
image_0_0_2019.png,0,0
image_0_0_2022.png,0,0
image_0_0_2023.png,0,0
image_0_0_2027.png,0,0
image_0_0_2034.png,0,0
image_0_0_2039.png,0,0
image_0_0_2048.png,0,0
image_0_0_2064.png,0,0
image_0_0_2076.png,0,0
image_0_0_2082.png,0,0
image_0_0_2097.png,0,0
image_0_0_2103.png,0,0
image_0_0_2113.png,0,0
image_0_0_2115.png,0,0
image_0_0_2120.png,0,0
image_0_0_2129.png,0,0
image_0_0_2145.png,0,0
image_0_0_2146.png,0,0
image_0_0_2162.png,0,0
image_0_0_2163.png,0,0
